ICOADS-302-RJNJW0|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|null|DBLK|14|5|8.60|53.60|13|null|0|0|null|null|null|0.0|0.0|null|null|2|2020-11-03 09:00:00|11|3600|2|null|null|null|1|1|{ICOADS-302-XPIT2J}|2025-08-02 08:56:47|2025-08-02 08:56:47. Initial conversion from ICOADS R3.0.2T NRT; 2025-08-05 15:20:28. ('duplicate_status', 'Added duplicate information - flag'); 2025-08-05 15:20:28. ('duplicates', 'Added duplicate information - duplicates');2025-08-06 07:42:39. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:04:45. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-11|RJNJW0
ICOADS-302-RJNPI9|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|null|DBLK|14|5|8.60|53.60|13|null|0|0|null|null|null|0.0|0.0|null|null|2|2020-11-03 10:00:00|11|3600|2|null|null|null|1|1|{ICOADS-302-XPIQD8}|2025-08-02 08:56:47|2025-08-02 08:56:47. Initial conversion from ICOADS R3.0.2T NRT; 2025-08-05 15:20:28. ('duplicate_status', 'Added duplicate information - flag'); 2025-08-05 15:20:28. ('duplicates', 'Added duplicate information - duplicates');2025-08-06 07:42:39. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:04:45. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-11|RJNPI9
ICOADS-302-RJNV4A|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|null|DBLK|14|5|8.60|53.60|13|null|0|0|null|null|null|0.0|0.0|null|null|2|2020-11-03 11:00:00|11|3600|2|null|null|null|1|1|{ICOADS-302-XPINAP}|2025-08-02 08:56:47|2025-08-02 08:56:47. Initial conversion from ICOADS R3.0.2T NRT; 2025-08-05 15:20:28. ('duplicate_status', 'Added duplicate information - flag'); 2025-08-05 15:20:28. ('duplicates', 'Added duplicate information - duplicates');2025-08-06 07:42:39. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:04:45. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-11|RJNV4A
ICOADS-302-RJO0PU|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|null|DBLK|14|5|8.60|53.60|13|null|0|0|0.0|0|null|0.0|0.0|null|null|2|2020-11-03 12:00:00|11|3600|2|null|null|null|1|0|null|2025-08-02 08:56:47|2025-08-02 08:56:47. Initial conversion from ICOADS R3.0.2T NRT;2025-08-06 07:42:39. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:04:45. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-11|RJO0PU
ICOADS-302-RJO6ID|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|null|DBLK|14|5|8.60|53.60|13|null|0|0|0.0|0|null|0.0|0.0|null|null|2|2020-11-03 13:00:00|11|3600|2|null|null|null|1|0|null|2025-08-02 08:56:47|2025-08-02 08:56:47. Initial conversion from ICOADS R3.0.2T NRT;2025-08-06 07:42:39. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:04:45. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-11|RJO6ID
ICOADS-302-RJOC3G|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|null|DBLK|14|5|8.60|53.60|13|null|0|0|0.0|0|null|0.0|0.0|null|null|2|2020-11-03 14:00:00|11|3600|2|null|null|null|1|0|null|2025-08-02 08:56:47|2025-08-02 08:56:47. Initial conversion from ICOADS R3.0.2T NRT;2025-08-06 07:42:39. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:04:45. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-11|RJOC3G
ICOADS-302-RJOHOU|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|null|DBLK|14|5|8.60|53.60|13|null|0|0|0.0|0|null|0.0|0.0|null|null|2|2020-11-03 15:00:00|11|3600|2|null|null|null|1|0|null|2025-08-02 08:56:47|2025-08-02 08:56:47. Initial conversion from ICOADS R3.0.2T NRT;2025-08-06 07:42:39. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:04:45. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-11|RJOHOU
ICOADS-302-RJONBH|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|null|DBLK|14|5|8.60|53.60|13|null|0|0|0.0|0|null|0.0|0.0|null|null|2|2020-11-03 16:00:00|11|3600|2|null|null|null|1|0|null|2025-08-02 08:56:47|2025-08-02 08:56:47. Initial conversion from ICOADS R3.0.2T NRT;2025-08-06 07:42:39. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:04:45. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-11|RJONBH
ICOADS-302-RJOSWR|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|null|DBLK|14|5|8.60|53.60|13|null|0|0|0.0|0|null|0.0|0.0|null|null|2|2020-11-03 17:00:00|11|3600|2|null|null|null|1|0|null|2025-08-02 08:56:47|2025-08-02 08:56:47. Initial conversion from ICOADS R3.0.2T NRT;2025-08-06 07:42:39. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:04:45. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-11|RJOSWR
ICOADS-302-RJOYIY|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|null|DBLK|14|5|8.60|53.60|13|null|0|0|0.0|0|null|0.0|0.0|null|null|2|2020-11-03 18:00:00|11|3600|2|null|null|null|1|0|null|2025-08-02 08:56:47|2025-08-02 08:56:47. Initial conversion from ICOADS R3.0.2T NRT;2025-08-06 07:42:39. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:04:45. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-11|RJOYIY
