ICOADS-302-M3SYR0|null|null|{1,7,10,11}|{5,7,56}|0|ATLANTIC CONVEYOR (AWS)|2|2|CS|BAREU12|2|5|-48.70|43.90|14|null|0|0|9.3|90|null|0.0|0.0|null|null|2|2016-04-11 18:00:00|HLY|3600|2|null|null|null|0|0|null|2024-10-21 11:03:30|2024-10-21 11:03:32. Initial conversion from ICOADS R3.0.2T NRT;2024-11-04 08:41:42. Performed report_timestamp (date_time) and primary_station_id validation;2024-11-04 10:22:44. metadata fix;2024-11-18 08:37:58. Position, tracking and parameter QC flags added|null|null|ICOADS-3-0-2T-114-992-2016-4|M3SYR0
ICOADS-302-ZNL24W|null|null|{1,7,10,11}|{5,7,56}|0|ATLANTIC CONVEYOR (AWS)|2|2|CS|BAREU12|2|5|-54.93|43.34|1|null|0|0|9.3|90|null|0.0|0.0|null|null|2|2016-04-11 00:58:00|HLY|60|2|null|null|null|0|0|null|2024-10-21 19:07:25|2024-10-21 19:07:25. Initial conversion from ICOADS R3.0.2T NRT;2024-11-04 08:41:42. Performed report_timestamp (date_time) and primary_station_id validation;2024-11-04 10:22:44. metadata fix;2024-11-18 08:37:58. Position, tracking and parameter QC flags added|null|null|ICOADS-3-0-2T-172-798-2016-4|ZNL24W
ICOADS-302-ZNL064|null|null|{1,7,10,11}|{5,7,56}|0|ATLANTIC CONVEYOR (AWS)|2|2|CS|BAREU12|2|5|-54.57|43.26|1|null|0|0|9.3|90|null|0.0|0.0|null|null|2|2016-04-11 01:58:00|HLY|60|2|null|null|null|0|0|null|2024-10-21 19:07:25|2024-10-21 19:07:25. Initial conversion from ICOADS R3.0.2T NRT;2024-11-04 08:41:42. Performed report_timestamp (date_time) and primary_station_id validation;2024-11-04 10:22:44. metadata fix;2024-11-18 08:37:58. Position, tracking and parameter QC flags added|null|null|ICOADS-3-0-2T-172-798-2016-4|ZNL064
ICOADS-302-ZNKY6T|null|null|{1,7,10,11}|{5,7,56}|0|ATLANTIC CONVEYOR (AWS)|2|2|CS|BAREU12|2|5|-54.20|43.26|1|null|0|0|9.3|90|null|0.0|0.0|null|null|2|2016-04-11 02:58:00|HLY|60|2|null|null|null|0|0|null|2024-10-21 19:07:25|2024-10-21 19:07:25. Initial conversion from ICOADS R3.0.2T NRT;2024-11-04 08:41:42. Performed report_timestamp (date_time) and primary_station_id validation;2024-11-04 10:22:44. metadata fix;2024-11-18 08:37:58. Position, tracking and parameter QC flags added|null|null|ICOADS-3-0-2T-172-798-2016-4|ZNKY6T
ICOADS-302-ZNKWD0|null|null|{1,7,10,11}|{5,7,56}|0|ATLANTIC CONVEYOR (AWS)|2|2|CS|BAREU12|2|5|-53.83|43.27|1|null|0|0|9.3|90|null|0.0|0.0|null|null|2|2016-04-11 03:58:00|HLY|60|2|null|null|null|0|0|null|2024-10-21 19:07:25|2024-10-21 19:07:25. Initial conversion from ICOADS R3.0.2T NRT;2024-11-04 08:41:42. Performed report_timestamp (date_time) and primary_station_id validation;2024-11-04 10:22:44. metadata fix;2024-11-18 08:37:58. Position, tracking and parameter QC flags added|null|null|ICOADS-3-0-2T-172-798-2016-4|ZNKWD0
ICOADS-302-ZNKU4J|null|null|{1,7,10,11}|{5,7,56}|0|ATLANTIC CONVEYOR (AWS)|2|2|CS|BAREU12|2|5|-53.46|43.26|1|null|0|0|9.3|90|null|0.0|0.0|null|null|2|2016-04-11 04:58:00|HLY|60|2|null|null|null|0|0|null|2024-10-21 19:07:25|2024-10-21 19:07:25. Initial conversion from ICOADS R3.0.2T NRT;2024-11-04 08:41:42. Performed report_timestamp (date_time) and primary_station_id validation;2024-11-04 10:22:44. metadata fix;2024-11-18 08:37:58. Position, tracking and parameter QC flags added|null|null|ICOADS-3-0-2T-172-798-2016-4|ZNKU4J
ICOADS-302-ZNKS5I|null|null|{1,7,10,11}|{5,7,56}|0|ATLANTIC CONVEYOR (AWS)|2|2|CS|BAREU12|2|5|-53.09|43.25|1|null|0|0|9.3|90|null|0.0|0.0|null|null|2|2016-04-11 05:58:00|HLY|60|2|null|null|null|0|0|null|2024-10-21 19:07:25|2024-10-21 19:07:25. Initial conversion from ICOADS R3.0.2T NRT;2024-11-04 08:41:42. Performed report_timestamp (date_time) and primary_station_id validation;2024-11-04 10:22:44. metadata fix;2024-11-18 08:37:58. Position, tracking and parameter QC flags added|null|null|ICOADS-3-0-2T-172-798-2016-4|ZNKS5I
ICOADS-302-ZNKQ2E|null|null|{1,7,10,11}|{5,7,56}|0|ATLANTIC CONVEYOR (AWS)|2|2|CS|BAREU12|2|5|-52.72|43.26|1|null|0|0|9.3|90|null|0.0|0.0|null|null|2|2016-04-11 06:58:00|HLY|60|2|null|null|null|0|0|null|2024-10-21 19:07:25|2024-10-21 19:07:25. Initial conversion from ICOADS R3.0.2T NRT;2024-11-04 08:41:42. Performed report_timestamp (date_time) and primary_station_id validation;2024-11-04 10:22:44. metadata fix;2024-11-18 08:37:58. Position, tracking and parameter QC flags added|null|null|ICOADS-3-0-2T-172-798-2016-4|ZNKQ2E
ICOADS-302-ZNKNXE|null|null|{1,7,10,11}|{5,7,56}|0|ATLANTIC CONVEYOR (AWS)|2|2|CS|BAREU12|2|5|-52.34|43.29|1|null|0|0|9.3|90|null|0.0|0.0|null|null|2|2016-04-11 07:58:00|HLY|60|2|null|null|null|0|0|null|2024-10-21 19:07:25|2024-10-21 19:07:25. Initial conversion from ICOADS R3.0.2T NRT;2024-11-04 08:41:42. Performed report_timestamp (date_time) and primary_station_id validation;2024-11-04 10:22:44. metadata fix;2024-11-18 08:37:58. Position, tracking and parameter QC flags added|null|null|ICOADS-3-0-2T-172-798-2016-4|ZNKNXE
ICOADS-302-ZNKM1V|null|null|{1,7,10,11}|{5,7,56}|0|ATLANTIC CONVEYOR (AWS)|2|2|CS|BAREU12|2|5|-51.97|43.35|1|null|0|0|9.3|90|null|0.0|0.0|null|null|2|2016-04-11 08:58:00|HLY|60|2|null|null|null|0|0|null|2024-10-21 19:07:25|2024-10-21 19:07:25. Initial conversion from ICOADS R3.0.2T NRT;2024-11-04 08:41:42. Performed report_timestamp (date_time) and primary_station_id validation;2024-11-04 10:22:44. metadata fix;2024-11-18 08:37:58. Position, tracking and parameter QC flags added|null|null|ICOADS-3-0-2T-172-798-2016-4|ZNKM1V
