2022|01|01|00|75.60|31.60|135|14.4|UDKG|4.2000000000000455|4.600000000000023||992|1011.4|114|2|ICOADS-302-LQWUTC|10.0|10.0|0|False|
2022|01|01|00|69.60|18.90|||LAHV|6.2000000000000455|5.800000000000011|-3.7999999999999545|992|1011.0|114|2|ICOADS-302-LQWUUI|8.0|8.0|0|False|
2022|01|01|00|66.40|-23.40|0|0.0|TFSTD||||992||114|2|ICOADS-302-LQWUV2|||0|False|
2022|01|01|00|66.00|8.10|0|0.0|LF5T|7.300000000000011||2.8000000000000114|992|1003.6|114|2|ICOADS-302-LQWUV3|12.9|12.9|0|False|
2022|01|01|00|65.80|-21.20|0|0.0|TFDRN||||992||114|2|ICOADS-302-LQWUV6|||0|False|
2022|01|02|00|67.00|9.10|0|0.0|LF5A|7.300000000000011||2.8000000000000114|992|1003.6|114|2|ICOADS-302-LQWUT1|-5.5|-5.5|0|False|
2022|01|03|00|68.00|10.10|0|0.0|LF5B|7.300000000000011||2.8000000000000114|992|1003.6|114|2|ICOADS-302-LQWUT2|12.9|12.9|0|False|
2022|01|04|00|69.00|11.10|0|0.0|LF5C|7.300000000000011||2.8000000000000114|992|1003.6|114|2|ICOADS-302-LQWUT3|12.9|12.9|0|False|
2022|01|05|00|70.00|12.10|0|0.0|LF5D|7.300000000000011||2.8000000000000114|992|1003.6|114|2|ICOADS-302-LQWUT4|0.0|0.0|0|False|
2022|01|06|00|71.00|13.10|0|0.0|LF5E|7.300000000000011||2.8000000000000114|992|1003.6|114|2|ICOADS-302-LQWUT5|12.9|12.9|0|False|
