ICOADS-302-RD3NBK|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|25|DBLK|14|5|114.7|88.3|11|null|0|0|0.0|45.0|null|0.0|0.0|null|null|2|2020-09-01 00:00:00|9|3600|2|null|null|null|0|0|null|2025-08-02 06:27:47|2025-08-02 06:27:47. Initial conversion from ICOADS R3.0.2T NRT;2025-08-06 07:47:09. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:10:27. metadata fix;2025-09-30 15:46:20. Position, tracking and parameter QC flags added;2025-12-03 08:35:47. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-9|RD3NBK
ICOADS-302-RD3T5N|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|25|DBLK|14|5|114.7|88.3|11|null|0|0|0.0|45.0|null|0.0|0.0|null|null|2|2020-09-01 01:00:00|9|3600|2|null|null|null|0|0|null|2025-08-02 06:27:47|2025-08-02 06:27:47. Initial conversion from ICOADS R3.0.2T NRT;2025-08-06 07:47:09. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:10:27. metadata fix;2025-09-30 15:46:20. Position, tracking and parameter QC flags added;2025-12-03 08:35:47. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-9|RD3T5N
ICOADS-302-RD3YSQ|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|25|DBLK|14|5|114.8|88.3|11|null|0|0|0.0|45.0|null|0.0|0.0|null|null|2|2020-09-01 02:00:00|9|3600|2|null|null|null|0|0|null|2025-08-02 06:27:47|2025-08-02 06:27:47. Initial conversion from ICOADS R3.0.2T NRT;2025-08-06 07:47:09. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:10:27. metadata fix;2025-09-30 15:46:20. Position, tracking and parameter QC flags added;2025-12-03 08:35:47. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-9|RD3YSQ
ICOADS-302-RD44FG|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|25|DBLK|14|5|114.8|88.3|11|null|0|0|0.0|45.0|null|0.0|0.0|null|null|2|2020-09-01 03:00:00|9|3600|2|null|null|null|1|1|{ICOADS-302-XSXARI}|2025-08-02 06:27:47|2025-08-02 06:27:47. Initial conversion from ICOADS R3.0.2T NRT; 2025-08-05 22:37:20. ('duplicate_status', 'Added duplicate information - flag'); 2025-08-05 22:37:20. ('duplicates', 'Added duplicate information - duplicates');2025-08-06 07:47:09. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:10:27. metadata fix;2025-12-03 08:35:47. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-9|RD44FG
ICOADS-302-RD4A41|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|25|DBLK|14|5|114.9|88.3|11|null|0|0|0.0|45.0|null|0.0|0.0|null|null|2|2020-09-01 04:00:00|9|3600|2|null|null|null|1|1|{ICOADS-302-XSX8FK}|2025-08-02 06:27:47|2025-08-02 06:27:47. Initial conversion from ICOADS R3.0.2T NRT; 2025-08-05 22:37:20. ('duplicate_status', 'Added duplicate information - flag'); 2025-08-05 22:37:20. ('duplicates', 'Added duplicate information - duplicates');2025-08-06 07:47:09. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:10:27. metadata fix;2025-12-03 08:35:47. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-9|RD4A41
ICOADS-302-RD4FQS|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|25|DBLK|14|5|115.0|88.3|11|null|0|0|0.0|45.0|null|0.0|0.0|null|null|2|2020-09-01 05:00:00|9|3600|2|null|null|null|1|1|{ICOADS-302-XSX59K}|2025-08-02 06:27:47|2025-08-02 06:27:47. Initial conversion from ICOADS R3.0.2T NRT; 2025-08-05 22:37:20. ('duplicate_status', 'Added duplicate information - flag'); 2025-08-05 22:37:20. ('duplicates', 'Added duplicate information - duplicates');2025-08-06 07:47:09. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:10:27. metadata fix;2025-12-03 08:35:47. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-9|RD4FQS
ICOADS-302-RD4LDK|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|25|DBLK|14|5|115.1|88.3|11|null|0|0|0.0|45.0|null|0.0|0.0|null|null|2|2020-09-01 06:00:00|9|3600|2|null|null|null|1|1|{ICOADS-302-XSX245}|2025-08-02 06:27:47|2025-08-02 06:27:47. Initial conversion from ICOADS R3.0.2T NRT; 2025-08-05 22:37:20. ('duplicate_status', 'Added duplicate information - flag'); 2025-08-05 22:37:20. ('duplicates', 'Added duplicate information - duplicates');2025-08-06 07:47:09. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:10:27. metadata fix;2025-12-03 08:35:47. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-9|RD4LDK
ICOADS-302-RD4R9H|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|25|DBLK|14|5|115.2|88.3|11|null|0|0|0.0|45.0|null|0.0|0.0|null|null|2|2020-09-01 07:00:00|9|3600|2|null|null|null|1|1|{ICOADS-302-XSWYS9}|2025-08-02 06:27:47|2025-08-02 06:27:47. Initial conversion from ICOADS R3.0.2T NRT; 2025-08-05 22:37:20. ('duplicate_status', 'Added duplicate information - flag'); 2025-08-05 22:37:20. ('duplicates', 'Added duplicate information - duplicates');2025-08-06 07:47:09. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:10:27. metadata fix;2025-12-03 08:35:47. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-9|RD4R9H
ICOADS-302-RD4WWU|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|25|DBLK|14|5|115.3|88.3|11|null|0|0|0.0|45.0|null|0.0|0.0|null|null|2|2020-09-01 08:00:00|9|3600|2|null|null|null|1|1|{ICOADS-302-XSWVMO}|2025-08-02 06:27:47|2025-08-02 06:27:47. Initial conversion from ICOADS R3.0.2T NRT; 2025-08-05 22:37:20. ('duplicate_status', 'Added duplicate information - flag'); 2025-08-05 22:37:20. ('duplicates', 'Added duplicate information - duplicates');2025-08-06 07:47:09. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:10:27. metadata fix;2025-12-03 08:35:47. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-9|RD4WWU
ICOADS-302-RD52JO|null|null|{1,7,10,11}|{5,7,56}|0|POLARSTERN|2|2|25|DBLK|14|5|115.5|88.3|11|null|0|0|0.0|45.0|null|0.0|0.0|null|null|2|2020-09-01 09:00:00|9|3600|2|null|null|null|1|1|{ICOADS-302-XSWSP2}|2025-08-02 06:27:47|2025-08-02 06:27:47. Initial conversion from ICOADS R3.0.2T NRT; 2025-08-05 22:37:20. ('duplicate_status', 'Added duplicate information - flag'); 2025-08-05 22:37:20. ('duplicates', 'Added duplicate information - duplicates');2025-08-06 07:47:09. Performed report_timestamp (date_time) and primary_station_id validation;2025-08-07 07:10:27. metadata fix;2025-12-03 08:35:47. metadata fix|null|null|ICOADS-3-0-2T-114-992-2020-9|RD52JO
